COARSE,SAND,SILT,CLAY,TEXTURE_USDA,TEXTURE_SOTER,BULK,REF_BULK,ORG_CARBON,PH_WATER,TOTAL_N,CN_RATIO,CEC_SOIL,CEC_CLAY,CEC_EFF,TEB,BSAT,ALUM_SAT,ESP,TCARBON_EQ,GYPSUM,ELEC_COND,SHARE,HWSD2_SMU_ID
21,61,23,16,11.0,M,1.3200001,1.65,0.588,7.6999998,0.94999999,9,13,59,27,26,91,0,1,4.5,0.30000001,1,20,32007
21,61,23,16,11.0,M,1.3200001,1.65,0.588,7.6999998,0.94999999,9,13,59,27,26,91,0,1,4.5,0.30000001,1,60,32001
21,61,23,16,11.0,M,1.3200001,1.65,0.588,7.6999998,0.94999999,9,13,59,27,26,91,0,1,4.5,0.30000001,1,70,31982
21,61,23,16,11.0,M,1.3200001,1.65,0.588,7.6999998,0.94999999,9,13,59,27,26,91,0,1,4.5,0.30000001,1,60,31937
21,61,23,16,11.0,M,1.3200001,1.65,0.588,7.6999998,0.94999999,9,13,59,27,26,91,0,1,4.5,0.30000001,1,30,31886
21,61,23,16,11.0,M,1.3200001,1.65,0.588,7.6999998,0.94999999,9,13,59,27,26,91,0,1,4.5,0.30000001,1,20,32026
21,61,23,16,11.0,M,1.3200001,1.65,0.588,7.6999998,0.94999999,9,13,59,27,26,91,0,1,4.5,0.30000001,1,25,31903
21,61,23,16,11.0,M,1.3200001,1.65,0.588,7.6999998,0.94999999,9,13,59,27,26,91,0,1,4.5,0.30000001,1,10,31868
21,61,23,16,11.0,M,1.3200001,1.65,0.588,7.6999998,0.94999999,9,13,59,27,26,91,0,1,4.5,0.30000001,1,60,31932
21,61,23,16,11.0,M,1.3200001,1.65,0.588,7.6999998,0.94999999,9,13,59,27,26,91,0,1,4.5,0.30000001,1,60,31931
21,61,23,16,11.0,M,1.3200001,1.65,0.588,7.6999998,0.94999999,9,13,59,27,26,91,0,1,4.5,0.30000001,1,30,31924
21,61,23,16,11.0,M,1.3200001,1.65,0.588,7.6999998,0.94999999,9,13,59,27,26,91,0,1,4.5,0.30000001,1,70,31923
21,61,23,16,11.0,M,1.3200001,1.65,0.588,7.6999998,0.94999999,9,13,59,27,26,91,0,1,4.5,0.30000001,1,20,31920
21,61,23,16,11.0,M,1.3200001,1.65,0.588,7.6999998,0.94999999,9,13,59,27,26,91,0,1,4.5,0.30000001,1,75,31917
21,61,23,16,11.0,M,1.3200001,1.65,0.588,7.6999998,0.94999999,9,13,59,27,26,91,0,1,4.5,0.30000001,1,40,31908
21,61,23,16,11.0,M,1.3200001,1.65,0.588,7.6999998,0.94999999,9,13,59,27,26,91,0,1,4.5,0.30000001,1,15,31900
21,61,23,16,11.0,M,1.3200001,1.65,0.588,7.6999998,0.94999999,9,13,59,27,26,91,0,1,4.5,0.30000001,1,20,32027
21,61,23,16,11.0,M,1.3200001,1.65,0.588,7.6999998,0.94999999,9,13,59,27,26,91,0,1,4.5,0.30000001,1,40,32048
21,61,23,16,11.0,M,1.3200001,1.65,0.588,7.6999998,0.94999999,9,13,59,27,26,91,0,1,4.5,0.30000001,1,20,32049
21,61,23,16,11.0,M,1.3200001,1.65,0.588,7.6999998,0.94999999,9,13,59,27,26,91,0,1,4.5,0.30000001,1,50,32050
21,61,23,16,11.0,M,1.3200001,1.65,0.588,7.6999998,0.94999999,9,13,59,27,26,91,0,1,4.5,0.30000001,1,70,32044
19,41,32,27,9.0,M,1.29,1.8099999,1.597,6.6999998,1.87,10,19,65,20,19,85,0,4,0.0,0.30000001,1,20,31808
19,41,32,27,9.0,M,1.29,1.8099999,1.597,6.6999998,1.87,10,19,65,20,19,85,0,4,0.0,0.30000001,1,20,31803
19,41,32,27,9.0,M,1.29,1.8099999,1.597,6.6999998,1.87,10,19,65,20,19,85,0,4,0.0,0.30000001,1,40,31823
19,41,32,27,9.0,M,1.29,1.8099999,1.597,6.6999998,1.87,10,19,65,20,19,85,0,4,0.0,0.30000001,1,40,31822
19,41,32,27,9.0,M,1.29,1.8099999,1.597,6.6999998,1.87,10,19,65,20,19,85,0,4,0.0,0.30000001,1,10,31874
19,41,32,27,9.0,M,1.29,1.8099999,1.597,6.6999998,1.87,10,19,65,20,19,85,0,4,0.0,0.30000001,1,40,31812
19,41,32,27,9.0,M,1.29,1.8099999,1.597,6.6999998,1.87,10,19,65,20,19,85,0,4,0.0,0.30000001,1,20,31801
46,47,29,24,9.0,M,1.29,1.78,1.161,8.0,1.24,10,17,49,30,30,93,0,1,24.700001,0.30000001,1,60,31933
46,47,29,24,9.0,M,1.29,1.78,1.161,8.0,1.24,10,17,49,30,30,93,0,1,24.700001,0.30000001,1,60,31946
46,47,29,24,9.0,M,1.29,1.78,1.161,8.0,1.24,10,17,49,30,30,93,0,1,24.700001,0.30000001,1,30,31858
46,47,29,24,9.0,M,1.29,1.78,1.161,8.0,1.24,10,17,49,30,30,93,0,1,24.700001,0.30000001,1,15,31857
46,47,29,24,9.0,M,1.29,1.78,1.161,8.0,1.24,10,17,49,30,30,93,0,1,24.700001,0.30000001,1,20,31856
46,47,29,24,9.0,M,1.29,1.78,1.161,8.0,1.24,10,17,49,30,30,93,0,1,24.700001,0.30000001,1,20,31854
46,47,29,24,9.0,M,1.29,1.78,1.161,8.0,1.24,10,17,49,30,30,93,0,1,24.700001,0.30000001,1,20,31860
46,47,29,24,9.0,M,1.29,1.78,1.161,8.0,1.24,10,17,49,30,30,93,0,1,24.700001,0.30000001,1,40,31851
46,47,29,24,9.0,M,1.29,1.78,1.161,8.0,1.24,10,17,49,30,30,93,0,1,24.700001,0.30000001,1,60,31861
46,47,29,24,9.0,M,1.29,1.78,1.161,8.0,1.24,10,17,49,30,30,93,0,1,24.700001,0.30000001,1,40,31848
46,47,29,24,9.0,M,1.29,1.78,1.161,8.0,1.24,10,17,49,30,30,93,0,1,24.700001,0.30000001,1,40,31846
46,47,29,24,9.0,M,1.29,1.78,1.161,8.0,1.24,10,17,49,30,30,93,0,1,24.700001,0.30000001,1,50,31881
46,47,29,24,9.0,M,1.29,1.78,1.161,8.0,1.24,10,17,49,30,30,93,0,1,24.700001,0.30000001,1,40,31935
46,47,29,24,9.0,M,1.29,1.78,1.161,8.0,1.24,10,17,49,30,30,93,0,1,24.700001,0.30000001,1,15,31840
46,47,29,24,9.0,M,1.29,1.78,1.161,8.0,1.24,10,17,49,30,30,93,0,1,24.700001,0.30000001,1,20,31839
46,47,29,24,9.0,M,1.29,1.78,1.161,8.0,1.24,10,17,49,30,30,93,0,1,24.700001,0.30000001,1,20,31853
46,47,29,24,9.0,M,1.29,1.78,1.161,8.0,1.24,10,17,49,30,30,93,0,1,24.700001,0.30000001,1,20,31893
46,47,29,24,9.0,M,1.29,1.78,1.161,8.0,1.24,10,17,49,30,30,93,0,1,24.700001,0.30000001,1,30,31908
46,47,29,24,9.0,M,1.29,1.78,1.161,8.0,1.24,10,17,49,30,30,93,0,1,24.700001,0.30000001,1,60,31905
46,47,29,24,9.0,M,1.29,1.78,1.161,8.0,1.24,10,17,49,30,30,93,0,1,24.700001,0.30000001,1,20,31909
46,47,29,24,9.0,M,1.29,1.78,1.161,8.0,1.24,10,17,49,30,30,93,0,1,24.700001,0.30000001,1,20,31900
46,47,29,24,9.0,M,1.29,1.78,1.161,8.0,1.24,10,17,49,30,30,93,0,1,24.700001,0.30000001,1,20,31899
46,47,29,24,9.0,M,1.29,1.78,1.161,8.0,1.24,10,17,49,30,30,93,0,1,24.700001,0.30000001,1,20,31859
46,47,29,24,9.0,M,1.29,1.78,1.161,8.0,1.24,10,17,49,30,30,93,0,1,24.700001,0.30000001,1,30,31922
46,47,29,24,9.0,M,1.29,1.78,1.161,8.0,1.24,10,17,49,30,30,93,0,1,24.700001,0.30000001,1,30,31842
46,47,29,24,9.0,M,1.29,1.78,1.161,8.0,1.24,10,17,49,30,30,93,0,1,24.700001,0.30000001,1,10,31871
46,47,29,24,9.0,M,1.29,1.78,1.161,8.0,1.24,10,17,49,30,30,93,0,1,24.700001,0.30000001,1,20,31870
46,47,29,24,9.0,M,1.29,1.78,1.161,8.0,1.24,10,17,49,30,30,93,0,1,24.700001,0.30000001,1,20,31869
46,47,29,24,9.0,M,1.29,1.78,1.161,8.0,1.24,10,17,49,30,30,93,0,1,24.700001,0.30000001,1,20,31867
46,47,29,24,9.0,M,1.29,1.78,1.161,8.0,1.24,10,17,49,30,30,93,0,1,24.700001,0.30000001,1,80,31864
46,47,29,24,9.0,M,1.29,1.78,1.161,8.0,1.24,10,17,49,30,30,93,0,1,24.700001,0.30000001,1,30,31862
46,47,29,24,9.0,M,1.29,1.78,1.161,8.0,1.24,10,17,49,30,30,93,0,1,24.700001,0.30000001,1,30,31894
46,47,29,24,9.0,M,1.29,1.78,1.161,8.0,1.24,10,17,49,30,30,93,0,1,24.700001,0.30000001,1,40,31972
46,47,29,24,9.0,M,1.29,1.78,1.161,8.0,1.24,10,17,49,30,30,93,0,1,24.700001,0.30000001,1,20,32024
46,47,29,24,9.0,M,1.29,1.78,1.161,8.0,1.24,10,17,49,30,30,93,0,1,24.700001,0.30000001,1,60,32002
46,47,29,24,9.0,M,1.29,1.78,1.161,8.0,1.24,10,17,49,30,30,93,0,1,24.700001,0.30000001,1,10,31976
46,47,29,24,9.0,M,1.29,1.78,1.161,8.0,1.24,10,17,49,30,30,93,0,1,24.700001,0.30000001,1,50,31837
46,47,29,24,9.0,M,1.29,1.78,1.161,8.0,1.24,10,17,49,30,30,93,0,1,24.700001,0.30000001,1,40,31970
46,47,29,24,9.0,M,1.29,1.78,1.161,8.0,1.24,10,17,49,30,30,93,0,1,24.700001,0.30000001,1,20,31967
19,36,37,27,9.0,M,1.23,1.8099999,3.027,7.6999998,2.49,13,24,48,30,29,96,0,1,26.5,0.30000001,1,50,31865
19,36,37,27,9.0,M,1.23,1.8099999,3.027,7.6999998,2.49,13,24,48,30,29,96,0,1,26.5,0.30000001,1,20,31875
19,36,37,27,9.0,M,1.23,1.8099999,3.027,7.6999998,2.49,13,24,48,30,29,96,0,1,26.5,0.30000001,1,30,31810
19,36,37,27,9.0,M,1.23,1.8099999,3.027,7.6999998,2.49,13,24,48,30,29,96,0,1,26.5,0.30000001,1,30,31873
19,36,37,27,9.0,M,1.23,1.8099999,3.027,7.6999998,2.49,13,24,48,30,29,96,0,1,26.5,0.30000001,1,80,31832
19,36,37,27,9.0,M,1.23,1.8099999,3.027,7.6999998,2.49,13,24,48,30,29,96,0,1,26.5,0.30000001,1,20,31879
19,36,37,27,9.0,M,1.23,1.8099999,3.027,7.6999998,2.49,13,24,48,30,29,96,0,1,26.5,0.30000001,1,50,31888
19,36,37,27,9.0,M,1.23,1.8099999,3.027,7.6999998,2.49,13,24,48,30,29,96,0,1,26.5,0.30000001,1,20,31876
19,36,37,27,9.0,M,1.23,1.8099999,3.027,7.6999998,2.49,13,24,48,30,29,96,0,1,26.5,0.30000001,1,20,31878
28,42,28,30,5.0,M,1.22,1.85,3.6930001,7.0999999,3.4400001,12,35,75,29,29,88,0,1,5.0999999,0.30000001,1,50,1242
28,42,28,30,5.0,M,1.22,1.85,3.6930001,7.0999999,3.4400001,12,35,75,29,29,88,0,1,5.0999999,0.30000001,1,30,1130
28,42,28,30,5.0,M,1.22,1.85,3.6930001,7.0999999,3.4400001,12,35,75,29,29,88,0,1,5.0999999,0.30000001,1,20,1132
10,43,35,22,9.0,M,1.14,1.74,3.355,6.5999999,3.27,10,24,54,29,29,88,0,1,0.0,0.30000001,1,30,1128
36,51,29,20,9.0,M,1.37,1.72,3.1629999,6.6999998,1.5,12,16,35,12,10,64,0,3,0.0,0.30000001,1,100,99
18,66,22,12,11.0,C,1.37,1.5599999,0.71100003,7.4000001,0.57999998,13,6,35,25,10,64,0,3,6.3000002,0.30000001,1,33,1317
18,66,22,12,11.0,C,1.37,1.5599999,0.71100003,7.4000001,0.57999998,13,6,35,25,10,64,0,3,6.3000002,0.30000001,1,30,1775
18,66,22,12,11.0,C,1.37,1.5599999,0.71100003,7.4000001,0.57999998,13,6,35,25,10,64,0,3,6.3000002,0.30000001,1,5,1645
18,66,22,12,11.0,C,1.37,1.5599999,0.71100003,7.4000001,0.57999998,13,6,35,25,10,64,0,3,6.3000002,0.30000001,1,10,1409
18,66,22,12,11.0,C,1.37,1.5599999,0.71100003,7.4000001,0.57999998,13,6,35,25,10,64,0,3,6.3000002,0.30000001,1,50,1315
18,66,22,12,11.0,C,1.37,1.5599999,0.71100003,7.4000001,0.57999998,13,6,35,25,10,64,0,3,6.3000002,0.30000001,1,50,1316
18,66,22,12,11.0,C,1.37,1.5599999,0.71100003,7.4000001,0.57999998,13,6,35,25,10,64,0,3,6.3000002,0.30000001,1,20,1766
18,66,22,12,11.0,C,1.37,1.5599999,0.71100003,7.4000001,0.57999998,13,6,35,25,10,64,0,3,6.3000002,0.30000001,1,20,1767
18,66,22,12,11.0,C,1.37,1.5599999,0.71100003,7.4000001,0.57999998,13,6,35,25,10,64,0,3,6.3000002,0.30000001,1,20,1124
18,66,22,12,11.0,C,1.37,1.5599999,0.71100003,7.4000001,0.57999998,13,6,35,25,10,64,0,3,6.3000002,0.30000001,1,100,1324
18,66,22,12,11.0,C,1.37,1.5599999,0.71100003,7.4000001,0.57999998,13,6,35,25,10,64,0,3,6.3000002,0.30000001,1,20,1116
18,66,22,12,11.0,C,1.37,1.5599999,0.71100003,7.4000001,0.57999998,13,6,35,25,10,64,0,3,6.3000002,0.30000001,1,20,1132
18,66,22,12,11.0,C,1.37,1.5599999,0.71100003,7.4000001,0.57999998,13,6,35,25,10,64,0,3,6.3000002,0.30000001,1,25,1952
18,66,22,12,11.0,C,1.37,1.5599999,0.71100003,7.4000001,0.57999998,13,6,35,25,10,64,0,3,6.3000002,0.30000001,1,25,1950
18,66,22,12,11.0,C,1.37,1.5599999,0.71100003,7.4000001,0.57999998,13,6,35,25,10,64,0,3,6.3000002,0.30000001,1,10,1644
18,66,22,12,11.0,C,1.37,1.5599999,0.71100003,7.4000001,0.57999998,13,6,35,25,10,64,0,3,6.3000002,0.30000001,1,20,1830
18,66,22,12,11.0,C,1.37,1.5599999,0.71100003,7.4000001,0.57999998,13,6,35,25,10,64,0,3,6.3000002,0.30000001,1,20,1834
18,66,22,12,11.0,C,1.37,1.5599999,0.71100003,7.4000001,0.57999998,13,6,35,25,10,64,0,3,6.3000002,0.30000001,1,20,1838
18,66,22,12,11.0,C,1.37,1.5599999,0.71100003,7.4000001,0.57999998,13,6,35,25,10,64,0,3,6.3000002,0.30000001,1,10,1798
18,66,22,12,11.0,C,1.37,1.5599999,0.71100003,7.4000001,0.57999998,13,6,35,25,10,64,0,3,6.3000002,0.30000001,1,10,1797
18,66,22,12,11.0,C,1.37,1.5599999,0.71100003,7.4000001,0.57999998,13,6,35,25,10,64,0,3,6.3000002,0.30000001,1,50,1242
18,66,22,12,11.0,C,1.37,1.5599999,0.71100003,7.4000001,0.57999998,13,6,35,25,10,64,0,3,6.3000002,0.30000001,1,30,1844
18,66,22,12,11.0,C,1.37,1.5599999,0.71100003,7.4000001,0.57999998,13,6,35,25,10,64,0,3,6.3000002,0.30000001,1,50,1283
18,66,22,12,11.0,C,1.37,1.5599999,0.71100003,7.4000001,0.57999998,13,6,35,25,10,64,0,3,6.3000002,0.30000001,1,20,1800
18,66,22,12,11.0,C,1.37,1.5599999,0.71100003,7.4000001,0.57999998,13,6,35,25,10,64,0,3,6.3000002,0.30000001,1,20,1804
18,66,22,12,11.0,C,1.37,1.5599999,0.71100003,7.4000001,0.57999998,13,6,35,25,10,64,0,3,6.3000002,0.30000001,1,20,1807
18,66,22,12,11.0,C,1.37,1.5599999,0.71100003,7.4000001,0.57999998,13,6,35,25,10,64,0,3,6.3000002,0.30000001,1,30,1846
18,66,22,12,11.0,C,1.37,1.5599999,0.71100003,7.4000001,0.57999998,13,6,35,25,10,64,0,3,6.3000002,0.30000001,1,50,1284
18,66,22,12,11.0,C,1.37,1.5599999,0.71100003,7.4000001,0.57999998,13,6,35,25,10,64,0,3,6.3000002,0.30000001,1,20,1808
18,66,22,12,11.0,C,1.37,1.5599999,0.71100003,7.4000001,0.57999998,13,6,35,25,10,64,0,3,6.3000002,0.30000001,1,33,87
18,66,22,12,11.0,C,1.37,1.5599999,0.71100003,7.4000001,0.57999998,13,6,35,25,10,64,0,3,6.3000002,0.30000001,1,33,1312
18,66,22,12,11.0,C,1.37,1.5599999,0.71100003,7.4000001,0.57999998,13,6,35,25,10,64,0,3,6.3000002,0.30000001,1,100,1219
18,66,22,12,11.0,C,1.37,1.5599999,0.71100003,7.4000001,0.57999998,13,6,35,25,10,64,0,3,6.3000002,0.30000001,1,50,92
18,66,22,12,11.0,C,1.37,1.5599999,0.71100003,7.4000001,0.57999998,13,6,35,25,10,64,0,3,6.3000002,0.30000001,1,50,61
18,66,22,12,11.0,C,1.37,1.5599999,0.71100003,7.4000001,0.57999998,13,6,35,25,10,64,0,3,6.3000002,0.30000001,1,10,1856
22,51,29,20,9.0,M,1.37,1.72,3.1629999,6.6999998,1.5,12,16,35,20,10,64,0,3,0.0,0.30000001,1,20,1524
22,51,29,20,9.0,M,1.37,1.72,3.1629999,6.6999998,1.5,12,16,35,20,10,64,0,3,0.0,0.30000001,1,20,1779
22,51,29,20,9.0,M,1.37,1.72,3.1629999,6.6999998,1.5,12,16,35,20,10,64,0,3,0.0,0.30000001,1,20,1514
22,51,29,20,9.0,M,1.37,1.72,3.1629999,6.6999998,1.5,12,16,35,20,10,64,0,3,0.0,0.30000001,1,20,320
22,51,29,20,9.0,M,1.37,1.72,3.1629999,6.6999998,1.5,12,16,35,20,10,64,0,3,0.0,0.30000001,1,50,1239
22,51,29,20,9.0,M,1.37,1.72,3.1629999,6.6999998,1.5,12,16,35,20,10,64,0,3,0.0,0.30000001,1,50,1238
22,51,29,20,9.0,M,1.37,1.72,3.1629999,6.6999998,1.5,12,16,35,20,10,64,0,3,0.0,0.30000001,1,30,1126
22,51,29,20,9.0,M,1.37,1.72,3.1629999,6.6999998,1.5,12,16,35,20,10,64,0,3,0.0,0.30000001,1,10,1129
22,51,29,20,9.0,M,1.37,1.72,3.1629999,6.6999998,1.5,12,16,35,20,10,64,0,3,0.0,0.30000001,1,20,1117
22,51,29,20,9.0,M,1.37,1.72,3.1629999,6.6999998,1.5,12,16,35,20,10,64,0,3,0.0,0.30000001,1,20,1080
22,51,29,20,9.0,M,1.37,1.72,3.1629999,6.6999998,1.5,12,16,35,20,10,64,0,3,0.0,0.30000001,1,20,1118
22,51,29,20,9.0,M,1.37,1.72,3.1629999,6.6999998,1.5,12,16,35,20,10,64,0,3,0.0,0.30000001,1,30,1127
22,51,29,20,9.0,M,1.37,1.72,3.1629999,6.6999998,1.5,12,16,35,20,10,64,0,3,0.0,0.30000001,1,30,1125
11,43,41,16,9.0,M,1.39,1.64,2.072,6.0999999,1.42,14,16,53,13,13,80,0,1,0.0,0.1,0,30,1653
11,43,41,16,9.0,M,1.39,1.64,2.072,6.0999999,1.42,14,16,53,13,13,80,0,1,0.0,0.1,0,70,1401
11,43,41,16,9.0,M,1.39,1.64,2.072,6.0999999,1.42,14,16,53,13,13,80,0,1,0.0,0.1,0,5,1514
3,31,51,18,7.0,M,1.52,1.67,1.3840001,5.6999998,1.25,12,14,44,10,9,73,9,2,0.0,0.1,0,40,1514
15,64,20,16,11.0,M,1.53,1.65,0.64399999,7.0,0.73000002,10,12,64,15,15,94,0,2,1.7,0.1,1,30,1644
15,64,20,16,11.0,M,1.53,1.65,0.64399999,7.0,0.73000002,10,12,64,15,15,94,0,2,1.7,0.1,1,15,1645
11,41,42,17,9.0,M,1.5,1.66,1.51,5.9000001,1.33,12,13,45,10,9,75,12,1,0.0,0.1,1,70,1525
11,41,42,17,9.0,M,1.5,1.66,1.51,5.9000001,1.33,12,13,45,10,9,75,12,1,0.0,0.1,1,60,1524
11,41,42,17,9.0,M,1.5,1.66,1.51,5.9000001,1.33,12,13,45,10,9,75,12,1,0.0,0.1,1,20,1776
11,41,42,17,9.0,M,1.5,1.66,1.51,5.9000001,1.33,12,13,45,10,9,75,12,1,0.0,0.1,1,70,1526
11,41,42,17,9.0,M,1.5,1.66,1.51,5.9000001,1.33,12,13,45,10,9,75,12,1,0.0,0.1,1,30,1401
9,25,53,22,7.0,M,1.46,1.73,1.801,5.8000002,1.5700001,11,15,51,14,12,65,26,3,0.0,0.1,0,50,31803
9,25,53,22,7.0,M,1.46,1.73,1.801,5.8000002,1.5700001,11,15,51,14,12,65,26,3,0.0,0.1,0,30,31802
9,25,53,22,7.0,M,1.46,1.73,1.801,5.8000002,1.5700001,11,15,51,14,12,65,26,3,0.0,0.1,0,50,31801
18,65,18,17,11.0,C,1.47,1.67,0.50599998,7.5,0.63,9,13,64,21,21,99,0,2,9.8999996,0.1,1,60,31959
18,65,18,17,11.0,C,1.47,1.67,0.50599998,7.5,0.63,9,13,64,21,21,99,0,2,9.8999996,0.1,1,60,31912
18,65,18,17,11.0,C,1.47,1.67,0.50599998,7.5,0.63,9,13,64,21,21,99,0,2,9.8999996,0.1,1,40,31855
18,65,18,17,11.0,C,1.47,1.67,0.50599998,7.5,0.63,9,13,64,21,21,99,0,2,9.8999996,0.1,1,60,31991
